budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
19000000,New Line Cinema,USA,Todd Strauss-Schulson,Adventure,35033759,A Very Harold & Kumar 3D Christmas,R,4/11/2011,90,6.3,Kal Penn,58470,Jon Hurwitz,2011
14000000,Fox Searchlight Pictures,USA,Kenneth Lonergan,Drama,46495,Margaret,R,1/6/2012,150,6.5,Anna Paquin,13729,Kenneth Lonergan,2011
8000000,Mockingbird Pictures,UK,Rodrigo GarcÌa,Drama,3014696,Albert Nobbs,R,8/6/2012,113,6.7,Glenn Close,20844,Gabriella Prekop,2011
0,Darko Entertainment,USA,Bobcat Goldthwait,Comedy,122029,God Bless America,R,31/5/2012,105,7.2,Joel Murray,63198,Bobcat Goldthwait,2011
0,Joe's Daughter,Canada,Sarah Polley,Comedy,1237514,Take This Waltz,R,7/9/2012,116,6.6,Michelle Williams,24105,Sarah Polley,2011
5000000,Dimension Films,USA,Gonzalo LÛpez-Gallego,Horror,17686929,Apollo 18,PG-13,2/9/2011,86,5.2,Warren Christie,49108,Brian Miller,2011
0,Cherry Sky Films,USA,Adam Kassen,Biography,67071,Puncture,R,15/3/2012,100,6.9,Chris Evans,20277,Paul Danziger,2011
7000000,Annapurna Productions,USA,Aaron Harvey,Action,1887,Catch .44,R,5/1/2012,94,4.6,Malin Akerman,15243,Aaron Harvey,2011
75000000,Fox 2000 Pictures,USA,Mike Mitchell,Animation,133110742,Alvin and the Chipmunks: Chipwrecked,G,16/12/2011,87,4.4,Justin Long,24939,Jonathan Aibel,2011
2000000,Carver Films,Australia,Justin Kurzel,Biography,8012,The Snowtown Murders,NOT RATED,19/5/2011,119,6.6,Lucas Pittaway,14476,Shaun Grant,2011
0,Porchlight Films,Australia,Daniel Nettheim,Adventure,176432,The Hunter,R,6/10/2011,102,6.8,Willem Dafoe,32746,Alice Addison,2011
0,Good Folk Films,USA,Sam Jaeger,Comedy,15374,Take Me Home,PG-13,4/10/2013,97,6.9,Sam Jaeger,6434,Sam Jaeger,2011
40000000,Warner Bros.,USA,Jason Winer,Comedy,33035397,Arthur,PG-13,8/4/2011,110,5.7,Russell Brand,47103,Peter Baynham,2011
2000000,TriStar Pictures,USA,Alex Kendrick,Drama,34522221,Courageous,PG-13,30/9/2011,100,7,Alex Kendrick,16417,Alex Kendrick,2011
41000000,Fox 2000 Pictures,USA,David Frankel,Comedy,7204138,The Big Year,PG,14/10/2011,100,6.2,Owen Wilson,36943,Howard Franklin,2011
0,Ad Hominem Enterprises,USA,Miguel Arteta,Comedy,6857503,Cedar Rapids,R,18/3/2011,87,6.3,Ed Helms,33701,Phil Johnston,2011
0,Isle of Man Film,UK,Sheree Folkson,Comedy,542,The Decoy Bride,PG,9/3/2012,89,6.2,Kelly Macdonald,9018,Neil Jaworski,2011
0,Davis Entertainment,USA,Nicole Kassell,Comedy,10011,A Little Bit of Heaven,PG-13,4/5/2012,100,6.3,Kate Hudson,24736,Gren Wells,2011
0,Skyscraper Films,USA,Zal Batmanglij,Drama,405614,Sound of My Voice,R,3/8/2012,100,6.7,Christopher Denham,17812,Zal Batmanglij,2011
8000000,Rickshaw Productions,USA,Joe Nussbaum,Comedy,10130219,Prom,PG,29/4/2011,104,5.4,Aimee Teegarden,13474,Katie Wech,2011
0,Anchor Bay Films,USA,Ami Canaan Mann,Crime,45282,Texas Killing Fields,R,14/10/2011,105,5.7,Sam Worthington,16018,Don Ferrarone,2011
13000000,GK Films,USA,Angelina Jolie,Drama,303877,In the Land of Blood and Honey,R,16/2/2012,100,4.4,Zana Marjanovic,32055,Angelina Jolie,2011
10000000,Foresight Unlimited,USA,Matthew Chapman,Drama,5176,The Ledge,R,26/5/2011,100,6.6,Charlie Hunnam,16604,Matthew Chapman,2011
0,BBC Films,UK,Fernando Meirelles,Drama,99603,360,R,10/8/2012,110,6.2,Rachel Weisz,14114,Peter Morgan,2011
20000000,Atlas Productions,USA,Paul Johansson,Drama,4752353,Atlas Shrugged: Part I,PG-13,15/4/2011,97,5.7,Taylor Schilling,11831,Brian Patrick O'Toole,2011
13000000,Antena 3 Films,USA,Juan Carlos Fresnadillo,Fantasy,69136,Intruders,R,20/4/2012,100,5.4,Clive Owen,18528,Nicol·s Casariego,2011
6600000,TriStar Pictures,USA,Salim Akil,Comedy,37295394,Jumping the Broom,PG-13,6/5/2011,100,5.7,Paula Patton,8399,Elizabeth Hunter,2011
32000000,Regency Enterprises,USA,John Whitesell,Action,37915414,"Big Mommas: Like Father, Like Son",PG-13,18/2/2011,107,4.4,Martin Lawrence,21446,Matt Fogel,2011
8000000,Magic Violet,USA,Geoffrey Fletcher,Action,17186,Violet & Daisy,R,6/6/2013,88,6.1,Saoirse Ronan,10028,Geoffrey Fletcher,2011
250000000,Warner Bros.,UK,Christopher Nolan,Action,448139099,The Dark Knight Rises,PG-13,20/7/2012,164,8.4,Christian Bale,1253772,Jonathan Nolan,2012
100000000,The Weinstein Company,USA,Quentin Tarantino,Drama,162805434,Django Unchained,R,25/12/2012,165,8.4,Jamie Foxx,1070691,Quentin Tarantino,2012
78000000,Lionsgate,USA,Gary Ross,Adventure,408010692,The Hunger Games,PG-13,23/3/2012,142,7.2,Jennifer Lawrence,748581,Gary Ross,2012
220000000,Marvel Studios,USA,Joss Whedon,Action,623357910,The Avengers,PG-13,4/5/2012,143,8.1,Robert Downey Jr.,1064633,Joss Whedon,2012
130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Adventure,126477084,Prometheus,R,8/6/2012,124,7,Noomi Rapace,503113,Jon Spaihts,2012
180000000,New Line Cinema,USA,Peter Jackson,Adventure,303003568,The Hobbit: An Unexpected Journey,PG-13,14/12/2012,169,7.9,Martin Freeman,680250,Fran Walsh,2012
17000000,Brownstone Productions (II),USA,Jason Moore,Comedy,65001093,Pitch Perfect,PG-13,5/10/2012,112,7.2,Anna Kendrick,231932,Kay Cannon,2012
60000000,Paramount Pictures,USA,Christopher McQuarrie,Action,80070736,Jack Reacher,PG-13,21/12/2012,130,7,Tom Cruise,257474,Lee Child,2012
13000000,Summit Entertainment,USA,Stephen Chbosky,Drama,17738570,The Perks of Being a Wallflower,PG-13,12/10/2012,102,8,Logan Lerman,386932,Stephen Chbosky,2012
120000000,Summit Entertainment,USA,Bill Condon,Adventure,292298923,The Twilight Saga: Breaking Dawn - Part 2,PG-13,16/11/2012,115,5.5,Kristen Stewart,197849,Melissa Rosenberg,2012
30000000,Lionsgate,USA,Drew Goddard,Horror,42073277,The Cabin in the Woods,R,13/4/2012,95,7,Kristen Connolly,304144,Joss Whedon,2012
61000000,Working Title Films,UK,Tom Hooper,Drama,148809770,Les MisÈrables,PG-13,25/12/2012,158,7.6,Hugh Jackman,262187,William Nicholson,2012
16000000,Indian Paintbrush,USA,Wes Anderson,Adventure,45512466,Moonrise Kingdom,PG-13,29/6/2012,94,7.8,Jared Gilman,261362,Wes Anderson,2012
200000000,Eon Productions,UK,Sam Mendes,Action,304360277,Skyfall,PG-13,9/11/2012,143,7.8,Daniel Craig,556275,Ian Fleming,2012
42000000,Columbia Pictures,USA,Phil Lord,Action,138447667,21 Jump Street,R,16/3/2012,110,7.2,Jonah Hill,441919,Michael Bacall,2012
209000000,Universal Pictures,USA,Peter Berg,Action,65422625,Battleship,PG-13,18/5/2012,131,5.8,Alexander SkarsgÂrd,213632,Jon Hoeber,2012
30000000,Endgame Entertainment,USA,Rian Johnson,Action,66486205,Looper,R,28/9/2012,113,7.4,Joseph Gordon-Levitt,461775,Rian Johnson,2012
40000000,Columbia Pictures,USA,Kathryn Bigelow,Drama,95720716,Zero Dark Thirty,R,11/1/2013,157,7.4,Jessica Chastain,231134,Mark Boal,2012
170000000,Roth Films,USA,Rupert Sanders,Action,155332381,Snow White and the Huntsman,PG-13,1/6/2012,127,6.1,Kristen Stewart,243327,Evan Daugherty,2012
21000000,The Weinstein Company,USA,David O. Russell,Comedy,132092958,Silver Linings Playbook,R,25/12/2012,122,7.8,Bradley Cooper,575513,David O. Russell,2012
50000000,Universal Pictures,USA,Jon Hurwitz,Comedy,57011521,American Reunion,R,6/4/2012,113,6.7,Jason Biggs,181067,Jon Hurwitz,2012
150000000,Warner Bros.,USA,Tim Burton,Comedy,79727149,Dark Shadows,PG-13,11/5/2012,113,6.2,Johnny Depp,213561,Seth Grahame-Smith,2012
0,Universal Pictures,UK,Joe Wright,Drama,12816367,Anna Karenina,R,1/3/2013,129,6.6,Keira Knightley,77083,Tom Stoppard,2012
230000000,Columbia Pictures,USA,Marc Webb,Action,262030663,The Amazing Spider-Man,PG-13,3/7/2012,136,7,Andrew Garfield,484931,James Vanderbilt,2012
15000000,Sidney Kimmel Entertainment,USA,Derek Cianfrance,Crime,21383298,The Place Beyond the Pines,R,19/4/2013,140,7.3,Ryan Gosling,205530,Derek Cianfrance,2012
44500000,Warner Bros.,USA,Ben Affleck,Adventure,136025503,Argo,R,12/10/2012,120,7.7,Ben Affleck,491286,Chris Terrio,2012
7000000,Iron Horse Entertainment (II),USA,Steven Soderbergh,Comedy,113721571,Magic Mike,R,29/6/2012,110,6.1,Channing Tatum,115818,Reid Carolin,2012
125000000,Universal Pictures,USA,Tony Gilroy,Action,113203870,The Bourne Legacy,PG-13,10/8/2012,135,6.7,Jeremy Renner,250175,Tony Gilroy,2012
5000000,Muse Productions,USA,Harmony Korine,Crime,14123773,Spring Breakers,R,22/3/2013,94,5.3,Vanessa Hudgens,116309,Harmony Korine,2012
165000000,Walt Disney Animation Studios,USA,Rich Moore,Animation,189422889,Wreck-It Ralph,PG,2/11/2012,101,7.7,John C. Reilly,298207,Rich Moore,2012
185000000,Walt Disney Pictures,USA,Mark Andrews,Animation,237283207,Brave,PG,22/6/2012,93,7.2,Kelly Macdonald,302017,Brenda Chapman,2012
35000000,DNA Films,UK,Pete Travis,Action,13414714,Dredd,R,21/9/2012,95,7.1,Karl Urban,218179,John Wagner,2012
26000000,The Weinstein Company,USA,John Hillcoat,Crime,37400127,Lawless,R,29/8/2012,116,7.3,Tom Hardy,199327,Nick Cave,2012
3000000,Alliance Films,USA,Scott Derrickson,Horror,48086903,Sinister,R,12/10/2012,110,6.8,Ethan Hawke,177787,Scott Derrickson,2012
250000000,Walt Disney Pictures,USA,Andrew Stanton,Action,73078100,John Carter,PG-13,9/3/2012,132,6.6,Taylor Kitsch,224234,Andrew Stanton,2012
65000000,DreamWorks,USA,Steven Spielberg,Biography,182207973,Lincoln,PG-13,16/11/2012,150,7.4,Daniel Day-Lewis,211227,Tony Kushner,2012
75000000,New Line Cinema,USA,Adam Shankman,Comedy,38518613,Rock of Ages,PG-13,15/6/2012,123,5.9,Julianne Hough,65550,Justin Theroux,2012
225000000,Columbia Pictures,USA,Barry Sonnenfeld,Action,179020854,Men in Black 3,PG-13,25/5/2012,100,6.8,Will Smith,282995,Etan Cohen,2012
31000000,Paramount Pictures,USA,Robert Zemeckis,Drama,93772375,Flight,R,2/11/2012,138,7.3,Denzel Washington,280858,John Gatins,2012
50000000,Universal Pictures,USA,Seth MacFarlane,Comedy,218815487,Ted,R,29/6/2012,106,7,Mark Wahlberg,503464,Seth MacFarlane,2012
32000000,The Weinstein Company,USA,Paul Thomas Anderson,Drama,16377274,The Master,R,21/9/2012,144,7.1,Philip Seymour Hoffman,116047,Paul Thomas Anderson,2012
7000000,Exclusive Media Group,USA,David Ayer,Action,41003371,End of Watch,R,21/9/2012,109,7.7,Jake Gyllenhaal,196450,David Ayer,2012
120000000,Fox 2000 Pictures,USA,Ang Lee,Adventure,124987023,Life of Pi,PG,21/11/2012,127,7.9,Suraj Sharma,482766,Yann Martel,2012
85000000,Columbia Pictures,USA,Genndy Tartakovsky,Animation,148313048,Hotel Transylvania,PG,28/9/2012,91,7.1,Adam Sandler,180944,Peter Baynham,2012
65000000,Overbrook Entertainment,USA,McG,Action,54760791,This Means War,PG-13,17/2/2012,97,6.3,Reese Witherspoon,157282,Timothy Dowling,2012
70000000,Columbia Pictures,USA,Sean Anders,Comedy,36931089,That's My Boy,R,15/6/2012,116,5.6,Adam Sandler,76035,David Caspe,2012
30000000,Screen Gems,USA,Michael Sucsy,Drama,125014030,The Vow,PG-13,10/2/2012,104,6.8,Rachel McAdams,159841,Abby Kohn,2012
12000000,Green Hat Films,USA,Nima Nourizadeh,Comedy,54731865,Project X,R,2/3/2012,88,6.7,Thomas Mann,166912,Matt Drake,2012
125000000,Total Recall,USA,Len Wiseman,Action,58877969,Total Recall,PG-13,3/8/2012,118,6.3,Colin Farrell,214699,Kurt Wimmer,2012
45000000,Ixtlan,USA,Oliver Stone,Crime,47382068,Savages,R,6/7/2012,131,6.5,Aaron Taylor-Johnson,109373,Shane Salerno,2012
65000000,Paramount Pictures,USA,Larry Charles,Comedy,59650222,The Dictator,R,16/5/2012,83,6.4,Sacha Baron Cohen,230068,Sacha Baron Cohen,2012
15000000,CBS Films,UK,Martin McDonagh,Comedy,15024049,Seven Psychopaths,R,12/10/2012,110,7.2,Colin Farrell,200857,Martin McDonagh,2012
2000000,Samuel Goldwyn Films,USA,Jon Kasdan,Comedy,17061,The First Time,PG-13,7/2/2013,95,6.9,Dylan O'Brien,55742,Jon Kasdan,2012
35000000,Apatow Productions,USA,Judd Apatow,Comedy,67544505,This Is 40,R,21/12/2012,134,6.2,Paul Rudd,109844,Judd Apatow,2012
25000000,Warner Bros.,USA,Scott Hicks,Drama,60457138,The Lucky One,PG-13,20/4/2012,101,6.5,Zac Efron,85269,Will Fetters,2012
145000000,DreamWorks Animation,USA,Peter Ramsey,Animation,103412758,Rise of the Guardians,PG,21/11/2012,97,7.3,Hugh Jackman,133291,David Lindsay-Abaire,2012
79000000,New Line Cinema,USA,Brad Peyton,Action,103860290,Journey 2: The Mysterious Island,PG,10/2/2012,94,5.8,Josh Hutcherson,73718,Brian Gunn,2012
20000000,Davis-Films,Canada,Michael J. Bassett,Adventure,17529157,Terror en Silent Hill 2: la revelaciÛn,R,26/10/2012,95,5,Adelaide Clemens,53080,Michael J. Bassett,2012
8000000,Fox Searchlight Pictures,USA,Jonathan Dayton,Comedy,2540106,Ruby Sparks,R,30/11/2012,100,7.2,Paul Dano,84963,Zoe Kazan,2012
10000000,Lionsgate,USA,Jeff Nichols,Drama,21590086,Mud,PG-13,10/5/2013,130,7.4,Matthew McConaughey,146045,Jeff Nichols,2012
70000000,Screen Gems,USA,MÂns MÂrlind,Action,62321039,Underworld Awakening,R,20/1/2012,88,6.4,Kate Beckinsale,129757,Len Wiseman,2012
100000000,Millennium Films,USA,Simon West,Action,85017401,The Expendables 2,R,17/8/2012,103,6.6,Sylvester Stallone,261485,Richard Wenk,2012
0,Informant Media,USA,Josh Boone,Comedy,78950,Stuck in Love,R,2/5/2013,97,7.3,Greg Kinnear,72452,Josh Boone,2012
40000000,Lionsgate,USA,Kirk Jones,Comedy,41152203,What to Expect When You're Expecting,PG-13,18/5/2012,110,5.7,Cameron Diaz,61163,Shauna Cross,2012
3000000,Gary Sanchez Productions,USA,Leslye Headland,Comedy,447954,Bachelorette,R,12/7/2013,87,5.3,Kirsten Dunst,39857,Leslye Headland,2012
12000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Sci-Fi,64575175,Chronicle,PG-13,3/2/2012,89,7.1,Dane DeHaan,216523,Max Landis,2012
17000000,Cross Creek Pictures,UK,James Watkins,Drama,54333290,The Woman in Black,PG-13,3/2/2012,95,6.4,Daniel Radcliffe,153960,Susan Hill,2012
30000000,Universal Pictures,USA,Nicholas Stoller,Comedy,28835528,The Five-Year Engagement,R,27/4/2012,124,6.2,Jason Segel,83021,Jason Segel,2012
0,8383 Productions,USA,Matt Bettinelli-Olpin,Horror,99770,V/H/S,R,25/1/2013,116,5.8,Calvin Reeder,48578,Brad Miska,2012
15000000,Arcade Pictures,USA,RZA,Action,15634090,The Man with the Iron Fists,R,2/11/2012,95,5.4,Russell Crowe,55782,RZA,2012
69000000,Abraham Productions,USA,Timur Bekmambetov,Action,37519139,Abraham Lincoln: Vampire Hunter,R,22/6/2012,105,5.9,Benjamin Walker,135188,Seth Grahame-Smith,2012
20000000,Summit Entertainment,USA,Mabrouk El Mechri,Action,3749061,The Cold Light of Day,PG-13,7/9/2012,93,4.9,Henry Cavill,30822,Scott Wiper,2012
6900000,Relativity Media,Canada,Mark Tonderai,Drama,31611916,House at the End of the Street,PG-13,21/9/2012,101,5.6,Jennifer Lawrence,62147,David Loucka,2012
6000000,Also Known As Pictures,USA,Brian Klugman,Drama,11494838,The Words,PG-13,7/9/2012,102,7.1,Bradley Cooper,64718,Brian Klugman,2012
65000000,FilmDistrict,USA,Dan Bradley,Action,44806783,Red Dawn,PG-13,21/11/2012,93,5.4,Chris Hemsworth,65454,Carl Ellsworth,2012
10000000,Bleiberg Entertainment,USA,Ariel Vromen,Action,1939441,The Iceman,R,18/10/2013,106,6.9,Michael Shannon,60121,Morgan Land,2012
70000000,Universal Pictures,USA,Chris Renaud,Animation,214030500,The Lorax,PG,2/3/2012,86,6.4,Zac Efron,83314,Dr. Seuss,2012
26000000,Intrepid Pictures,USA,James McTeigue,Crime,16008272,The Raven,R,27/4/2012,110,6.4,John Cusack,76320,Hannah Shakespeare,2012
42000000,Summit Entertainment,USA,Asger Leth,Action,18620000,Man on a Ledge,PG-13,27/1/2012,102,6.6,Sam Worthington,131006,Pablo F. Fenjves,2012
10000000,Focus Features,USA,Lorene Scafaria,Adventure,6619173,Seeking a Friend for the End of the World,R,22/6/2012,101,6.7,Steve Carell,95050,Lorene Scafaria,2012
11000000,Double Feature Films,USA,Lisa Azuelos,Comedy,46500,LOL,PG-13,14/9/2012,97,4.3,Miley Cyrus,47937,Lisa Azuelos,2012
85000000,Relativity Media,USA,Tarsem Singh,Adventure,64935167,Mirror Mirror,PG,30/3/2012,106,5.6,Lily Collins,74728,Marc Klein,2012
60000000,Focus Features,USA,Chris Butler,Animation,56003051,ParaNorman,PG,17/8/2012,92,7,Kodi Smit-McPhee,79594,Chris Butler,2012
60000000,Warner Bros.,USA,Robert Lorenz,Drama,35763137,Trouble with the Curve,PG-13,21/9/2012,111,6.8,Clint Eastwood,51704,Randy Brown,2012
0,RT Features,USA,Noah Baumbach,Comedy,4063238,Frances Ha,R,23/8/2013,86,7.4,Greta Gerwig,50014,Noah Baumbach,2012
40000000,Lakeshore Entertainment,USA,Julie Anne Robinson,Action,26414527,One for the Money,PG-13,27/1/2012,91,5.3,Katherine Heigl,36211,Stacy Sherman,2012
15000000,Plan B Entertainment,USA,Andrew Dominik,Crime,15026056,Killing Them Softly,R,30/11/2012,97,6.2,Brad Pitt,117806,Andrew Dominik,2012
95000000,Blue Sky Studios,USA,Steve Martino,Animation,161321843,Ice Age: Continental Drift,PG,13/7/2012,88,6.6,Ray Romano,158545,Michael Berg,2012
42000000,Columbia Pictures,USA,Frank Coraci,Action,45290318,Here Comes the Boom,PG,12/10/2012,105,6.4,Kevin James,77895,Allan Loeb,2012
5000000,Dimension Films,USA,John Gulager,Comedy,376512,Piranha 3DD,R,11/5/2012,83,3.8,Danielle Panabaker,34111,Patrick Melton,2012
30000000,IM Global,USA,Boaz Yakin,Action,17142080,Safe,R,27/4/2012,94,6.5,Jason Statham,89887,Boaz Yakin,2012
12000000,Relativity Media,USA,Mike McCoy,Action,70012847,Act of Valor,R,24/2/2012,110,6.5,Alex Veadov,60703,Kurt Johnstad,2012
2500000,Alliance,USA,Rob Zombie,Horror,1163508,The Lords of Salem,R,18/4/2013,101,5.1,Sheri Moon Zombie,22611,Rob Zombie,2012
0,Magnet Releasing,USA,Kaare Andrews,Comedy,21660,The ABCs of Death,NOT RATED,26/4/2013,129,4.7,Ingrid Bols¯ Berdal,15544,Ant Timpson,2012
0,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,44338224,The Three Stooges,PG,13/4/2012,92,5.1,Sean Hayes,26808,Mike Cerrone,2012
35000000,Millennium Films,USA,Simon West,Action,304318,Stolen,R,5/4/2013,96,5.5,Nicolas Cage,39133,David Guggenheim,2012
25000000,Universal Pictures,USA,Baltasar Korm·kur,Action,66528000,Contraband,R,13/1/2012,109,6.5,Mark Wahlberg,106160,Aaron Guzikowski,2012
12500000,Millennium Films,USA,Lee Daniels,Drama,692640,The Paperboy,R,6/9/2013,107,5.8,Matthew McConaughey,30992,Peter Dexter,2012
0,A Hot Dog,USA,David Wain,Comedy,17225675,Wanderlust,R,24/2/2012,98,5.6,Jennifer Aniston,65388,David Wain,2012
14000000,Ghost House Pictures,USA,Ole Bornedal,Horror,49130154,The Possession,PG-13,31/8/2012,92,5.9,Natasha Calis,50230,Juliet Snowden,2012
145000000,DreamWorks Animation,USA,Eric Darnell,Animation,216391482,Madagascar 3: Europe's Most Wanted,PG,8/6/2012,100,6.9,Ben Stiller,130435,Eric Darnell,2012
39000000,Walt Disney Pictures,USA,Tim Burton,Animation,35291068,Frankenweenie,PG,5/10/2012,87,7,Winona Ryder,81006,Leonard Ripps,2012
68000000,Twentieth Century Fox Film Corporation,USA,Akiva Schaffer,Action,35353000,The Watch,R,27/7/2012,102,5.7,Ben Stiller,109650,Jared Stern,2012
0,Brothers K Productions,USA,Terrence Malick,Drama,586293,To the Wonder,R,16/8/2013,112,5.9,Ben Affleck,23334,Terrence Malick,2012
0,Medusa Film,USA,Woody Allen,Comedy,16685867,To Rome with Love,R,6/7/2012,112,6.3,Woody Allen,73659,Woody Allen,2012
12000000,Screen Gems,USA,Tim Story,Comedy,91547205,Think Like a Man,PG-13,20/4/2012,100,6.6,Chris Brown,36989,Keith Merryman,2012
95000000,Warner Bros.,USA,Jay Roach,Comedy,86907746,The Campaign,R,10/8/2012,85,6.1,Will Ferrell,112145,Chris Henchy,2012
0,Demarest Films,UK,Neil Jordan,Drama,84293,Byzantium,R,31/5/2013,118,6.5,Saoirse Ronan,34757,Moira Buffini,2012
16000000,DreamWorks,USA,Alex Kurtzman,Comedy,12412386,People Like Us,PG-13,29/6/2012,100,7.1,Chris Pine,36565,Alex Kurtzman,2012
750000,FilmDistrict,USA,Colin Trevorrow,Comedy,4010957,Safety Not Guaranteed,R,18/10/2012,100,7,Aubrey Plaza,106586,Derek Connolly,2012
2500000,Enderby Entertainment,USA,Stephen Elliott,Drama,2760,About Cherry,R,9/8/2012,98,4.8,Ashley Hinshaw,8592,Stephen Elliott,2012
10000000,LD Entertainment,USA,Marcus Dunstan,Horror,6842058,The Collection,R,30/11/2012,82,6.1,Josh Stewart,38699,Patrick Melton,2012
33000000,Offspring Entertainment,USA,Scott Speer,Drama,35074677,Step Up Revolution,PG-13,27/7/2012,99,6.5,Kathryn McCormick,48309,Amanda Brody,2012
10000000,LD Entertainment,USA,Henry Alex Rubin,Drama,7435950,Disconnect,R,5/7/2013,115,7.6,Jason Bateman,65916,Andrew Stern,2012
25000000,Monsterfoot Productions,USA,Peter Hedges,Comedy,51853450,The Odd Life of Timothy Green,PG,15/8/2012,105,6.6,Jennifer Garner,40006,Peter Hedges,2012
270000,Bad Cop Bad Cop Film Productions,USA,Craig Zobel,Biography,318622,Compliance,R,26/9/2012,90,6.4,Ann Dowd,26600,Craig Zobel,2012
16600000,Recorded Picture Company (RPC),UK,Joachim R¯nning,Adventure,1517410,Kon-Tiki,PG-13,26/4/2013,118,7.2,PÂl Sverre Hagen,38013,Petter Skavlan,2012
12000000,Lionsgate,USA,Nicholas Jarecki,Drama,7918283,Arbitrage,R,14/9/2012,107,6.6,Richard Gere,44196,Nicholas Jarecki,2012
0,Fox Searchlight Pictures,USA,Sacha Gervasi,Biography,6008677,Hitchcock,PG-13,14/12/2012,98,6.8,Anthony Hopkins,64089,John J. McLaughlin,2012
0,Summit Entertainment,USA,Heitor Dhalia,Drama,11653123,Gone,PG-13,24/2/2012,100,5.9,Amanda Seyfried,36704,Allison Burnett,2012
60000000,Upside Down Films,Canada,Juan Solanas,Drama,102118,Upside Down,PG-13,1/5/2013,109,6.4,Jim Sturgess,62401,Juan Solanas,2012
35000000,Columbia Pictures,USA,David Koepp,Action,20275446,Premium Rush,PG-13,24/8/2012,91,6.5,Joseph Gordon-Levitt,100314,David Koepp,2012
0,Class 5 Films,USA,Stuart Blumberg,Comedy,1059239,Thanks for Sharing,R,7/2/2014,112,6.4,Mark Ruffalo,22269,Stuart Blumberg,2012
55000000,IM Global,USA,Walter Hill,Action,9483821,Bullet to the Head,R,1/2/2013,92,5.7,Sylvester Stallone,41677,Alessandro Camon,2012
0,BCDF Pictures,USA,Josh Radnor,Comedy,317190,Liberal Arts,PG-13,5/10/2012,97,6.7,Josh Radnor,31570,Josh Radnor,2012
0,Maven Pictures,USA,Shari Springer Berman,Comedy,1378426,Girl Most Likely,PG-13,18/7/2013,103,5.8,Kristen Wiig,13157,Michelle Morgan,2012
0,Envision Media Arts,USA,Lee Toland Krieger,Comedy,3094687,Celeste & Jesse Forever,R,24/8/2012,100,6.6,Rashida Jones,25966,Rashida Jones,2012
35000000,Block / Hanson,USA,Rob Cohen,Action,25888412,Alex Cross,PG-13,19/10/2012,101,5.1,Tyler Perry,29622,Marc Moss,2012
1000000,Fox Searchlight Pictures,USA,Ben Lewin,Biography,6002451,The Sessions,R,16/11/2012,95,7.2,John Hawkes,38014,Ben Lewin,2012
1000000,Alcon Entertainment,USA,Bradley Parker,Horror,18119640,Chernobyl Diaries,R,25/5/2012,86,5,Jesse McCartney,55671,Oren Peli,2012
1800000,Cinereach,USA,Benh Zeitlin,Adventure,12795746,Beasts of the Southern Wild,PG-13,14/2/2013,93,7.3,QuvenzhanÈ Wallis,73864,Lucy Alibar,2012
22000000,Fox 2000 Pictures,USA,David Bowers,Comedy,49008662,Diary of a Wimpy Kid: Dog Days,PG,3/8/2012,94,6.3,Zachary Gordon,17568,Maya Forbes,2012
12000000,H2O Motion Pictures,Canada,David Weaver,Crime,1744,The Samaritan,R,20/4/2012,90,5.6,Samuel L. Jackson,8339,Elan Mastai,2012
2000000,Voltage Pictures,USA,Robert Redford,Drama,5132442,The Company You Keep,R,26/4/2013,125,6.4,Robert Redford,27858,Lem Dobbs,2012
0,BBC Films,UK,Mike Newell,Drama,258656,Great Expectations,PG-13,8/11/2013,128,6.4,Toby Irvine,10421,David Nicholls,2012
20500000,Alfama Films,Canada,David Cronenberg,Drama,743636,CosmÛpolis,R,3/5/2013,109,5,Robert Pattinson,39663,David Cronenberg,2012
2000000,Exclusive Media Group,USA,David Palmer,Action,13746550,Hit and Run,R,22/8/2012,100,6.1,Dax Shepard,30897,Dax Shepard,2012
58000000,Twentieth Century Fox Film Corporation,USA,Anthony Hemingway,Action,49876377,Red Tails,PG-13,20/1/2012,100,5.9,Cuba Gooding Jr.,30097,John Ridley,2012
15000000,Lionsgate,USA,Fisher Stevens,Comedy,3301046,Stand Up Guys,R,1/2/2013,100,6.5,Al Pacino,47799,Noah Haidle,2012
35000000,Eclectic Pictures,USA,Gabriele Muccino,Comedy,13101142,Playing for Keeps,PG-13,7/12/2012,105,5.7,Gerard Butler,25725,Robbie Fox,2012
0,M3 Alliance,USA,Don Coscarelli,Comedy,141307,John Dies at the End,R,25/1/2013,99,6.4,Chase Williamson,32210,Don Coscarelli,2012
20000000,Fox 2000 Pictures,USA,Michael Apted,Biography,6002756,Chasing Mavericks,PG,26/10/2012,100,7.2,Jonny Weston,27057,Kario Salem,2012
0,Cre Film,USA,Sean Baker,Drama,87910,Starlet,NOT RATED,9/5/2013,103,6.8,Dree Hemingway,5294,Sean Baker,2012
2500000,Dog Run Pictures,USA,Jake Schreier,Comedy,3325638,Robot & Frank,PG-13,19/9/2012,89,7.1,Peter Sarsgaard,55671,Christopher Ford,2012
40000000,Universal Pictures,USA,Ken Kwapis,Biography,20113965,Big Miracle,PG,3/2/2012,107,6.5,Drew Barrymore,16132,Jack Amiel,2012
